gs://inzynierka4-bucket1/plant-village2/good/048d18ae-98b1-484d-97da-5a0e69b9ebc1___RS_Early.B 6845.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b83aea19-9485-412f-808d-c0a590d75388___RS_Early.B 6951.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e4bd2479-dd2f-41ce-9544-4f1804c4ab8b___RS_Early.B 8601.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e786a4fe-5aa1-4da2-a16f-4ee82c56e317___RS_Early.B 7245.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/be89d35f-e382-4b1c-95e8-af88d969d306___RS_Early.B 6758.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/8f3f9eed-1a3d-4f0f-adcc-0fe3a832d95f___RS_Early.B 8518.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ea87f5c8-69f9-44e0-997b-bb896350765e___RS_Early.B 7798.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/db4dbc48-209d-4615-95cd-1d7ee7f1d7e0___RS_Early.B 7545.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f3ad73cc-2e88-4157-97ea-d57d87c5760c___RS_Early.B 6687.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/109730cd-03f3-4139-a464-5f9151483e8c___RS_Early.B 6738.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/722bc78a-a1e0-481b-b5a3-cb3357f2f350___RS_Early.B 6803.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/5caecfc6-8e1d-401b-8014-763dec01cb98___RS_Early.B 8063.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/86e98583-f506-4cb7-ba11-eea466662ec7___RS_Early.B 7335.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/d8a8d6e5-d82d-4f7c-aac5-183e85549d9b___RS_Early.B 7799.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/8f6d9148-ae73-42cc-be78-baca869d1543___RS_Early.B 6805.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/5cb0b99b-2e14-43b3-aa51-51a7ce668793___RS_Early.B 7455.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/8b20db6d-9c57-46d7-b40d-c6a809b49e07___RS_Early.B 9127.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/26d2af6a-f52e-457c-8006-fa106ad39fbe___RS_Early.B 8586.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2f81d148-c62f-4d3c-baf4-72b77abea41a___RS_Early.B 7493.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/d1072068-911c-4656-8bf2-e662982199e1___RS_Early.B 8141.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a938ba0c-780a-41e0-b26c-3c6b87047ac6___RS_Early.B 6878.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/00d8f10f-5038-4e0f-bb58-0b885ddc0cc5___RS_Early.B 8722.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f15637d3-829d-46f9-b45e-1e1768d6b8c9___RS_Early.B 7635.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/82654962-5b0d-44ed-9ca4-84be55ba23a6___RS_Early.B 6877.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/5dd2be45-9c02-4b82-a7be-ecbac29981a9___RS_Early.B 7947.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/5abfa537-636f-41df-a833-311a3018aac9___RS_Early.B 8176.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ec9ea109-34c7-48c5-bbac-40a36b21fa05___RS_Early.B 8761.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/422fa1a6-d0f7-4634-9233-0d002ff139ae___RS_Early.B 7218.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/38757e70-6278-4961-b1f3-19fccbb085f5___RS_Early.B 6968.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/8b5e48c6-7fac-4c87-bae4-6dd4ca5d110d___RS_Early.B 8905.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e6d543a1-8e5e-4709-9329-b93d63f52edf___RS_Early.B 8324.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/887347a3-ee1c-4141-a423-ffe050dd246e___RS_Early.B 7851.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/467991cb-4b55-4b00-9b18-7ff5efdd7adf___RS_Early.B 7290.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b6220993-c51f-48fa-bee9-fb5cb89cc0c4___RS_Early.B 7467.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/fbbe7b93-e6da-4dc8-b1ee-ba5646a5e039___RS_Early.B 8216.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/6c5385cd-d362-4810-b4e8-58ab768c706c___RS_Early.B 8323.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/57c5fe0f-ce93-412a-a29e-a70a4aa23649___RS_Early.B 6818.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/4699d1d8-f931-4b1c-8fd4-03a58350a86d___RS_Early.B 8972.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e016d105-f5cd-4082-a8c9-1913ea3fcfbb___RS_Early.B 7800.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/dcc9e3a4-04dc-46fd-9bc9-739334aa23d9___RS_Early.B 6799.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/caef0735-6517-4194-b124-5916815e4a71___RS_Early.B 7956.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/4af8e9e9-077d-4c7b-859d-626f74d3b1ff___RS_Early.B 7738.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/3ef2279b-2fda-463a-b007-e2a93ff977f0___RS_Early.B 7235.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e304fbf5-d145-433c-8f67-7b486581166a___RS_Early.B 7434.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/1328ae8b-76e1-42e9-a0c4-7dd0612fdf99___RS_Early.B 8303.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e9f9e200-b7ff-4a59-af32-b4faf3f27b17___RS_Early.B 8028.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/0faca7fe-7254-4dfa-8388-bbc776338c9c___RS_Early.B 7929.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2c310eaf-dbf4-4e8f-a8d8-ed8e0b51067a___RS_Early.B 6897.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/37957a08-5b06-49f7-9973-29f167dd95b8___RS_Early.B 8758.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2cc3eb24-b210-4827-befe-0e3a24161ac4___RS_Early.B 6829.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/403aa255-393c-43b4-8f68-f68efbf4f5df___RS_Early.B 8544.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b7157976-61c2-4366-87c5-e3de23aa7c10___RS_Early.B 7227.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/cea35641-b4f8-49cb-bbeb-c98cfc79870e___RS_Early.B 7189.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/abfaeb8b-fe1e-48e6-ab8f-c9a72680420d___RS_Early.B 7427.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/7ace85c1-a488-4df2-8162-b73c17032099___RS_Early.B 7541.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ae25f262-234e-4ee1-96ad-3e47ddfbea9d___RS_Early.B 6670.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f7740cb1-3295-4022-ae6c-7ffeee775f6f___RS_Early.B 8991.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/d6ffc732-27cc-4391-9820-be9d386fb245___RS_Early.B 7032.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/292a3f93-96a2-4b0d-879f-581136c57bcf___RS_Early.B 7099.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/acb59a95-cbe4-4602-9b8a-9adbf12899af___RS_Early.B 6754.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/833c373e-d3fc-4d1e-86e7-8bd11d41a33e___RS_Early.B 7509.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e0042931-92f3-4527-b292-872075f4261d___RS_Early.B 7203.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a02f78b3-da52-400a-ab11-7184df9ea485___RS_Early.B 8403.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/159f49c5-8d80-41cb-b730-333fdefdff62___RS_Early.B 7301.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/28f275f9-4dd9-479a-a005-ed442362840a___RS_Early.B 6790.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/87c0254c-c987-4c54-adda-45c5e7346170___RS_Early.B 8848.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/0d2325ff-4e3e-44bf-9614-e5ad6c23fc16___RS_Early.B 6797.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/d286d101-227f-48ba-b906-586879eb6a00___RS_Early.B 7095.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/9bef32f0-dc02-4223-a378-6a41c6bfc7a9___RS_Early.B 8444.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/81bc4d94-be1f-4127-8203-da3ae29aa3d5___RS_Early.B 7305.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/aa0ad1ba-f08a-4376-82a1-fec51fbf6810___RS_Early.B 7478.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b475147c-92bc-419a-b2c3-7d5aabbb79ec___RS_Early.B 7379.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/cac99520-3403-4602-961d-3a668bb980fb___RS_Early.B 7388.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/12a7bc09-8d7f-4790-8046-6e3f12f71399___RS_Early.B 7973.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/5585ecfc-6e6e-4544-8e6d-180d958b7211___RS_Early.B 7619.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2a4fd894-0c4f-471b-b80b-d362a7b513f4___RS_Early.B 8038.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/53de9716-fcc5-4241-9e8d-21792a5cf226___RS_Early.B 9014.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/009c8c31-f22d-4ffd-8f16-189c6f06c577___RS_Early.B 7885.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a08eec21-8500-4ac5-92a9-d9b14067f01c___RS_Early.B 8985.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/c03a3f69-00b7-4aa5-a49f-794416af0598___RS_Early.B 8112.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/63b61694-16e9-4ef4-ad6f-5e27d2c9eed9___RS_Early.B 6871.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/849daa7e-b5ea-4445-93f9-b21d43c1bd44___RS_Early.B 7193.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/0d987d4a-26bc-4f74-8a16-12f8969dfed8___RS_Early.B 7013.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/5fd6c76a-1e89-4991-9991-2b61670d5175___RS_Early.B 8208.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f400079a-ff67-45c2-8a50-5c5b1e08dc25___RS_Early.B 8491.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/3ab92984-3126-4154-9bfd-f2c8c9fd670e___RS_Early.B 7440.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/8435fd63-0136-44f9-8dd4-6ca27bcddd97___RS_Early.B 7017.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2767ef91-3383-4872-9804-e0bcd2bc43fc___RS_Early.B 7783.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/4849de96-2e26-4c8d-8944-bd9e8edee5d8___RS_Early.B 9196.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2cafa90e-af46-4d0a-9137-9780d816b96a___RS_Early.B 7731.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/5a152fa7-7645-42ea-9c59-13258febe52f___RS_Early.B 7175.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e3007682-ad4b-4a62-b64d-ebb0c4537077___RS_Early.B 7772.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/392c5f68-3ee5-4b61-90e9-afa16375beb8___RS_Early.B 8047.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f5ec7cce-c3cc-4b4a-b716-d70175b1dcd2___RS_Early.B 7520.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a6dbc59a-ca8a-40e0-a896-3e2270d771bb___RS_Early.B 7195.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/4d5d6c62-61d8-45a3-aada-3ee8bc44e1d5___RS_Early.B 6685.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b3d44557-f696-4fc9-b144-dec4f4ba9452___RS_Early.B 9110.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/c48693cf-14bb-48ec-96fe-240bd2269866___RS_Early.B 7609.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/03b0d3c1-b5b0-48f4-98aa-f8904670290f___RS_Early.B 7051.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/72f7fa2c-974f-42af-99c3-fd4739d64050___RS_Early.B 8772.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/d44a363d-c186-416e-8fad-1a456699bba2___RS_Early.B 7229.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/c10f959b-1f3d-4581-8299-640e87b1b653___RS_Early.B 7949.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/7b95c3ad-d550-4cc8-96e0-549ec04c7dea___RS_Early.B 7342.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e0326fde-a613-4ec2-bc3b-e1d2154bdbcd___RS_Early.B 7679.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/38a72c90-ed53-4432-b625-01c1f962f791___RS_Early.B 7302.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/426aeefb-981d-4436-9f92-0fe230bb65fe___RS_Early.B 6977.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/29386668-721c-4359-99a6-734f1a4b096b___RS_Early.B 8362.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/544b5324-f697-4af8-90d4-47b7b86691c6___RS_Early.B 7028.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/dc34096f-8974-4a76-8d15-42ee86038015___RS_Early.B 6734.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a601dd4d-4e81-4327-9e4e-fd19262a1306___RS_Early.B 8265.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ac6c3aea-ad58-4b46-b0d2-195dba86e0f6___RS_Early.B 7926.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/25703c4f-ec40-4099-b249-a4fd07b07752___RS_Early.B 7040.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f217f3ba-56fa-4f97-bf9a-07697e08e845___RS_Early.B 9161.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/82cdc0bb-ac22-429d-ad70-2ec0d771dd39___RS_Early.B 7405.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f188a6c1-fbed-4941-a5a7-e11a6b4ddcfb___RS_Early.B 6910.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/1e99ce6b-b7fa-4ae1-9076-279f430b8c5f___RS_Early.B 7092.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/667c593c-acbf-468a-91a3-6fd8006c46c2___RS_Early.B 7830.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a89d6e67-d60e-49b5-8b87-e137b6a5181c___RS_Early.B 7472.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ae38f458-d36e-43ce-95a5-45b775692d8d___RS_Early.B 8644.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2a9d3616-0bf1-4d98-b649-0a46d36dab7c___RS_Early.B 6703.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/001187a0-57ab-4329-baff-e7246a9edeb0___RS_Early.B 8178.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/9d2f37ae-aa02-4b04-b0cb-9fe125cfdbe2___RS_Early.B 7691.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/211094c5-4983-49ff-a92e-b992039bd048___RS_Early.B 6927.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/f20b88af-30e2-4270-a035-2cf217469cf8___RS_Early.B 8266.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/3e7543bc-4792-4b65-afd9-f9ccd52b7319___RS_Early.B 8571.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b54a2105-b9a4-4665-9e34-44df46d0be5a___RS_Early.B 8507.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/d031102c-679d-4323-a5ee-4c52ed2d5740___RS_Early.B 6947.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/e6aec621-1699-433a-8cf5-7310ec895810___RS_Early.B 8764.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/0fd22207-cb37-42a1-965f-7dfe43f9d579___RS_Early.B 6876.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/0a6983a5-895e-4e68-9edb-88adf79211e9___RS_Early.B 9072.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/cceeec9d-e0d9-4512-a1f0-faa5dc6bbf40___RS_Early.B 8381.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2356a4d6-8015-434e-a5f8-03197fef2c28___RS_Early.B 8139.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/691161ad-7897-4654-a7bc-14d8b5839621___RS_Early.B 6976.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ecf9d01d-b97f-4cf8-99e5-7036bd91b5d1___RS_Early.B 8650.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b692a411-91aa-4388-b641-a6c02286840c___RS_Early.B 7784.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/0f9c098f-a6df-4a73-8c14-8e7d4dbb1b0b___RS_Early.B 7991.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/26f15c9c-5cbf-49c8-ac4e-c5b15d03e319___RS_Early.B 9022.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/2ec0f91e-b8a4-4aeb-9e08-8bd32b492487___RS_Early.B 7502.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/129b1c3a-4f7d-4c45-ae03-2a4c3eb17dd4___RS_Early.B 7413.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a0d8a499-e9e4-4c88-829c-7c2270073735___RS_Early.B 8525.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/6eebb348-cafa-4863-937c-3b249f71df0a___RS_Early.B 9230.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/b6b4aa28-edc4-4e9f-bc0d-bd4b0ec085a2___RS_Early.B 7559.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/db60c4cf-30f1-460c-a345-3045f192f725___RS_Early.B 6722.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a8933319-d98e-4e71-a2ac-e22f7e1bca08___RS_Early.B 7499.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/6bca5c10-8985-404c-96c3-3f77c2a77d10___RS_Early.B 7527.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/835e6cde-b1e2-48e6-b616-e0a4ca05b127___RS_Early.B 7143.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/719dcce1-73f0-42c8-9941-44eb2b237544___RS_Early.B 8059.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/62e81304-8d1b-46ed-a79a-52cf53a63919___RS_Early.B 7363.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/9e506566-6697-4444-a2f3-a3931d34bbf3___RS_Early.B 6899.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/9c77f930-5d28-4b1f-8274-30c2c2dc82fb___RS_Early.B 8347.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a6fef9f4-0006-4faa-95ab-3aadde49b229___RS_Early.B 8783.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/8636092c-9357-4b4c-9d2d-c45c3dcf9253___RS_Early.B 7981.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/9db872fc-f367-4dfa-b1f7-23490bb4552b___RS_Early.B 8842.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/66b6c6d1-fe63-4c7e-8054-bdf6ff67ff57___RS_Early.B 7514.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/bb569e8c-4f57-481f-86d9-291ebd67336e___RS_Early.B 7543.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ed270d5d-3523-4bc2-b208-4f5304bbfeef___RS_Early.B 8218.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/d829c0d8-016e-4337-b80f-bb1f329b1d4d___RS_Early.B 8797.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/900514b4-8768-4370-bc53-998e390644db___RS_Early.B 7788.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/6cd05602-f131-47a3-a7ef-f328a13e4f1e___RS_Early.B 7079.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/8f78af6a-aec1-4e63-a27b-bada4a56d636___RS_Early.B 7643.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/daa35c03-7307-4e2e-8b15-f33bfff5a12d___RS_Early.B 7712.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/17756ec1-9c95-43b3-bedc-933b6e0887f3___RS_Early.B 8251.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/541f3dc9-a330-4caf-97f3-88bec1b60c53___RS_Early.B 7767.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/3fb9fd25-3f61-4983-8342-2abb34d1b010___RS_Early.B 7920.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/73273541-2855-4516-92c3-658703bd2d18___RS_Early.B 6814.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/983cf28c-872f-423a-a774-41ed2939f249___RS_Early.B 7660.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ef722b35-2ab8-409d-a971-b3a853a72cb3___RS_Early.B 7184.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/0a47f32c-1724-4c8d-bfe4-986cedd3587b___RS_Early.B 8001.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/ce9d9a96-23cc-4d24-ab68-3932cba59ae2___RS_Early.B 7080.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/1de8ed75-0778-4364-9178-52c1bd0dffb4___RS_Early.B 6729.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/41cc6e70-9745-413d-b13d-c4775bcdfa7c___RS_Early.B 7610.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/a801f66c-b8bc-42e5-ad5b-99f68d219fa9___RS_Early.B 8552.JPG,good
gs://inzynierka4-bucket1/plant-village2/good/64cab763-3fa2-483c-abc6-1d203f26f88e___RS_Early.B 6671.JPG,good
